240327	8.12	6.96	7.57
240329	5.06	5.15	5.11
240330	8.73	8.04	8.41
240331	5.79	6.09	5.93
240333	7.33	7.46	7.39
240334	6.31	7.11	6.68
240337	7.17	7.09	7.13
240341	6.85	5.96	6.43
240343	6.1	6.72	6.39
240345	5.56	6.65	6.07
240347	7.96	5.67	6.89
240348	2.98	4.95	3.85
240351	9.56	9.17	9.38
240353	7.13	7.15	7.14
240354	8.25	7.76	8
240357	7	7.39	7.18
240358	7	7.48	7.39
240361	7.65	8.09	7.86
240363	5.83	6.57	6.17
240364	7.83	6.78	7.34
240365	7.98	7.74	7.87
240366	5.73	7.65	6.63
240368	8.37	8.67	8.51
240370	4.65	4.72	4.68
240371	4.77	4.79	4.78
240372	7.19	4.72	6.03
240375	7.71	7.09	7.42
240376	7.33	6.91	7.13
240377	7.88	6.74	7.35
240378	5.31	5.61	5.45
240379	6.77	6.59	6.68
240380	8.69	9.07	8.87
240382	6.35	6.72	6.52
240383	6.35	6.93	6.62
240384	6.02	6.61	6.3
240385	9.02	9.17	9.09
240387	7.69	7.57	7.63
240388	8.38	8.48	8.43
240389	5.73	7.02	6.34
240390	9.27	9.61	9.43
240392	3	4.39	3.65
240393	9.83	9.85	9.84
240395	4.17	3.15	3.66
240396	7.06	7.35	7.19
240397	7.37	6.26	6.85
240398	2.9	1.79	2.35
240399	3.87	7.12	5.49
240401	8.21	8.33	8.27
240402	8.63	8.8	8.71
240403	4.81	4.89	4.85
240406	7.04	6.11	6.6
240407	5.44	5.79	5.62
240408	7.04	7.02	7.03
240409	8.33	7.5	7.94
240410	6.44	6.57	6.5
240411	6.65	7.87	7.22
240412	6.25	7.46	6.82
240414	4.96	5.17	5.06
240415	0	0	0
240416	6.06	7.41	6.69
240417	6.9	6.59	6.76
240419	5.12	5.24	5.17
240423	8.17	8.02	8.1
240425	7.88	7.83	7.86
240427	7.5	6.98	7.26
240429	6.15	7.5	6.79
240430	5	6.06	5.53
240432	6.62	5.8	6.23
240434	8.04	6.96	7.53
240435	7.21	7.04	7.13
240436	8.77	7.07	7.97
240438	7.15	7.67	7.4
240439	6.75	7.72	7.2
240440	7.71	7.39	7.56
240441	8.48	7.46	8
240442	7.92	8.83	8.35
240444	7.63	7.59	7.61
240449	8.81	7.33	8.11
240451	9.6	8.8	9.22
240453	7.08	6.54	6.83
240454	7.88	7.11	7.52
240456	7.37	7.13	7.26
240459	8.62	8.65	8.63
240460	8.15	6.57	7.41
240463	6.12	4.93	5.56
240465	9.88	10	9.94
240466	5.96	5.93	5.95
240468	5.31	6.98	6.09
240471	8.38	7.43	7.94
240476	9.04	8.24	8.66
240478	5.04	6.21	5.62
240479	6.73	5.52	6.16
240480	9.44	9.59	9.51
240481	6.4	6.67	6.53
240482	5.98	4.31	5.26
240483	7.81	7.85	7.83
240485	4.27	6.23	5.25
240486	7	7.43	7.35
240487	6.75	6.96	6.85
240489	9.71	9.11	9.43
240490	8.31	9.11	8.68
240491	5.62	6.39	5.98
240493	6.92	7.5	7.19
240499	7.6	8.28	7.92
240500	7.83	7.09	7.48
240501	9.21	9.33	9.27
240503	4.33	4.2	4.27
240505	3.4	3.77	3.59
240506	9.19	8.09	8.67
240507	3.42	5.67	4.48
240508	8.87	9.07	8.96
240509	6.79	6.35	6.58
240510	6.88	6.74	6.82
240511	4.71	5.13	4.92
240512	6.98	6.72	6.86
240513	6.21	6.67	6.43
240514	5.6	7.13	6.37
240515	8.31	7.46	7.91
240516	9.35	8.74	9.06
240517	6.12	5.98	6.05
240518	7.73	9.11	8.38
240519	8.29	8.65	8.46
240523	5.46	4.72	5.11
240526	7.4	8.37	7.86
240527	8.94	9.35	9.13
240530	8.71	8.54	8.63
240531	6.63	7.22	6.91
240532	8.31	8.41	8.36
240533	9.17	9.2	9.18
240539	7	8.09	7.51
240540	6.13	5.96	6.05
240541	9.1	9.46	9.27
240542	0	5.67	4.58
240543	7	8.09	7.88
240544	6.25	6.3	6.28
240545	6.1	7.65	6.83
240546	8.63	8	8.34
240547	5.38	5.24	5.32
240548	4.88	3.89	4.42
240552	7.27	7.09	7.18
240553	7.46	7.83	7.63
240554	7.27	7.28	7.28
240556	5.38	6.02	5.68
240557	6.19	6.35	6.27
240558	7	7.33	7.15
240559	7.71	8	7.85
240560	7.65	7.24	7.46
240561	7.9	7.26	7.6
240562	4	6.33	5.88
240564	6.5	6.89	6.68
240565	5.9	5.91	5.91
240566	6.71	7.54	7.1
240568	6.25	5.96	6.11
240570	9.1	8.89	9
240578	7.69	7.87	7.78
240579	5.83	6.63	6.2
240581	5.85	6.13	5.98
240582	7.6	8.17	7.87
240593	8.5	9.26	8.89
240636	4.62	2.28	3.43
240674	9.48	9.36	9.42
240677	6.77	7.78	7.29
240707	9.17	8.96	9.06
240721	8.1	8.64	8.38
240751	7.1	6.98	7.04
240764	7.79	7.82	7.81
240772	5.62	4.7	5.15
240800	5.19	5.78	5.49
240805	6.73	6.18	6.45
240862	7.46	6.24	6.84
240879	7.27	7.4	7.34
240885	8.46	8.56	8.51
240886	5	3.92	4.45
240888	8.29	7.74	8.01
240943	9.62	10	9.82
240976	9.5	9.58	9.54
240995	7.5	7.62	7.56
241023	8.77	8.46	8.61
241068	4.38	2.24	3.29
241099	3.71	3.84	3.78
241103	5.98	6.1	6.04
241169	9.56	9.7	9.63
240003	6.46	7.7	7.04
240005	6.5	6.74	6.61
240006	7.06	7.28	7.16
240009	4.65	6.23	5.44
240011	5.96	4.37	5.21
240012	5.1	4.15	4.65
240014	7.02	6.89	6.96
240016	8.87	9.87	9.34
240017	9.31	8.93	9.13
240020	8.65	9.22	8.92
240021	5.85	6.8	6.3
240024	9.12	9.24	9.17
240025	8.52	8.13	8.34
240031	9.42	9.87	9.63
240033	6.9	7.35	7.11
240034	7.06	7.5	7.27
240035	7.62	7.91	7.76
240036	7.04	7.52	7.27
240038	6.29	6.91	6.58
240039	7.25	6.57	6.93
240041	3.56	4.13	3.85
240044	9.15	8.7	8.94
240045	5.54	7.33	6.43
240047	6.92	7.09	7
240049	7.6	7.59	7.59
240051	6.12	6.91	6.49
240053	8.56	7.8	8.2
240056	7.96	9.07	8.48
240058	8.29	8.22	8.26
240061	8.13	8.37	8.24
240062	8.88	9.48	9.16
240064	8.62	9.59	9.07
240065	8.08	7.91	8
240066	7.58	8.59	8.05
240068	8.94	9.22	9.07
240071	7.75	8.87	8.28
240072	6.1	5.93	6.02
240075	9.48	9.11	9.31
240078	6.21	7.35	6.74
240081	8.25	8.17	8.21
240084	7.15	7.91	7.51
240087	9.1	9.33	9.2
240091	7.19	7.76	7.46
240092	6	6.87	6.7
240094	8.15	0	8.15
240095	6.46	7.65	7.02
240096	7.35	7.37	7.36
240099	6.65	7.22	6.92
240100	8.4	9.59	8.96
240106	6.35	6.46	6.4
240117	9	8.61	8.82
240118	7.46	7.36	7.41
240119	7.37	7.96	7.64
240120	8.63	9.33	8.96
240123	5.75	4.89	5.35
240127	6.87	7.3	7.07
240130	8.75	8.5	8.63
240131	7.13	8.96	7.99
240134	6.56	6.8	6.67
240138	6.27	7.07	6.64
240150	7.37	8.41	7.86
240151	6.21	6.89	6.53
240158	8	7.26	7.4
240159	6.1	6.28	6.18
240161	4.15	5.63	4.85
240167	8.1	8.46	8.27
240168	8.35	8.8	8.56
240170	7.96	7.89	7.93
240171	9.65	9.46	9.56
240173	8	8.33	8.15
240174	6.58	6.76	6.66
240176	6.9	8.48	7.64
240177	7.15	8.11	7.6
240178	7.23	7.07	7.15
240179	4.58	5.83	5.16
240182	7.77	7.85	7.81
240184	9.71	9.85	9.78
240185	9.6	9.74	9.66
240188	7.56	6.85	7.22
240189	9.08	8.85	8.97
240190	6.35	6.13	6.24
240191	6.85	7.5	7.15
240193	5.15	4.9	5.03
240202	8.85	9.37	9.09
240203	8.27	8.7	8.47
240206	4.37	5.74	5.01
240207	5.06	6.27	5.66
240210	7.67	8.72	8.16
240212	5.85	6.17	6
240215	6.63	6.37	6.51
240216	7.96	7.52	7.76
240217	7.79	8.2	7.98
240219	6.46	6.63	6.54
240220	8.06	8.57	8.3
240221	7.67	6.35	7.05
240222	7.92	7.91	7.92
240224	9.08	9.35	9.2
240226	6.81	7.63	7.19
240228	3.38	5.65	4.45
240229	10	10	10
240230	4.21	4.7	4.44
240234	8.23	8.61	8.41
240237	5.52	4.35	4.97
240238	6.42	6.22	6.33
240245	7.25	8.22	7.7
240247	6.17	5.76	5.98
240249	7.08	7.39	7.22
240253	8.81	8.67	8.74
240255	6.65	7.22	6.92
240256	7.46	7.2	7.34
240258	4.71	5.24	4.96
240259	4.96	5.1	5.03
240260	3.56	3	3.28
240263	8.31	8.96	8.61
240264	6.37	5.96	6.17
240265	7.46	8.67	8.08
240266	7.06	7.26	7.15
240270	8.67	9.61	9.11
240278	4.81	6.78	5.73
240280	8.15	7.61	7.9
240282	6.9	7.98	7.41
240283	7.9	7.11	7.53
240284	7.48	7.15	7.33
240285	6.79	7.28	7.02
240298	7.94	8.3	8.11
240300	1.56	5.06	2.97
240301	5.42	6.06	5.74
240304	3.96	6.33	5.07
240307	8.02	6.17	7.15
240309	2.38	0	1.91
240311	6.75	7.17	6.95
240312	7.71	7.52	7.62
240313	7.63	6.85	7.27
240314	8.06	7.87	7.97
240316	8.31	8.35	8.33
240318	7.31	6.15	6.77
240319	7.79	8.09	7.94
240322	5.37	3.85	4.65
240325	7.08	6.09	6.61
240328	4.98	5.85	5.41
240332	7.19	6.96	7.08
240335	9.83	9.85	9.84
240336	9.08	7.8	8.48
240338	7.27	7.3	7.29
240339	6.21	6.85	6.51
240340	8.08	9.15	8.63
240344	6.56	6.2	6.39
240346	8.04	8.76	8.38
240350	5.54	5.57	5.55
240362	3.71	5.89	4.73
240373	6.54	6.96	6.73
240374	6.33	6.11	6.22
240391	8.6	8.09	8.36
240420	7.9	7.63	7.78
240421	8.46	8.59	8.52
240445	7.48	7.11	7.31
240448	5.21	6.08	5.64
240450	8.81	8.54	8.68
240458	4.5	5.44	4.97
240464	7.31	6.96	7.14
240473	6.27	6.67	6.46
240474	4.42	4.27	4.35
240494	6.6	8	7.26
240495	5.52	6.17	5.83
240498	6.94	6.59	6.78
240521	5.85	6.92	6.38
240522	7.04	6.57	6.82
240551	9.94	9.3	9.64
240555	3.15	3.61	3.37
240572	4.81	5.5	5.15
240574	4.69	6.25	5.47
240600	5.04	4.07	4.58
240610	7.23	6.02	6.66
240620	6.58	6.39	6.49
240621	7.21	8.41	7.78
240622	6.62	5.83	6.24
240625	6	6.1	6.05
240658	7.23	7.87	7.53
240659	5.1	5.8	5.43
240664	5.98	6.96	6.44
240671	3.44	2.77	3.15
240682	7.48	7.72	7.59
240684	8.06	7.83	7.95
240685	6.4	6.7	6.54
240693	6.69	7.37	7.01
240694	6.25	5.8	6.04
240695	5.19	5.71	5.45
240698	6.63	5.13	5.93
240704	4.38	3.23	3.81
240705	8.81	7.98	8.42
240710	7.92	7.15	7.56
240714	4.77	5.96	5.37
240720	5.52	6.15	5.82
240729	6.12	5.78	5.96
240736	7.46	7	7.24
240741	0	5.59	4.51
240745	6.37	7.2	6.76
240757	6.25	6.76	6.49
240765	6.77	6.57	6.67
240778	5.48	3.16	4.25
240794	6.06	5.2	5.65
240795	7.6	7.59	7.59
240796	5.58	5.19	5.38
240818	4.62	3.74	4.2
240819	4.77	6.19	5.48
240820	7.29	6.33	6.84
240826	9.08	9.74	9.39
240827	5.04	3.52	4.33
240829	6.44	6.59	6.51
240833	5.21	7.09	6.09
240835	5.94	5.6	5.77
240837	6.42	6.15	6.3
240840	3.98	4.09	4.03
240841	5.38	5.13	5.27
240848	5.81	6.61	6.18
240851	3.67	3.93	3.8
240855	4.54	3.59	4.09
240865	6.33	5.54	5.96
240872	6.12	6.28	6.19
240915	8.17	8.13	8.15
240937	6.94	8.04	7.46
240946	3.33	5.23	4.28
240948	6.94	5.93	6.47
240956	6.15	6.15	6.15
240974	7.96	7.59	7.79
240978	6.96	6.89	6.93
240993	6.69	7	6.84
241032	7.27	7.59	7.42
241033	4.42	3.67	4.07
241035	6.12	6.17	6.14
241046	7.19	6.43	6.84
241059	6.27	7.37	6.79
241063	6.81	6.2	6.52
241064	6.4	6.78	6.58
241065	1	2	1.47
241066	6.52	6.54	6.53
241077	3.37	3.51	3.44
241081	3.98	5.85	4.86
241083	4.12	2.65	3.38
241098	5.56	5.28	5.43
241100	5.6	5.21	5.4
241133	4.06	3.15	3.61
241134	3.25	3.54	3.39
241138	5.1	6.4	5.75
241142	4.44	4.33	4.39
241157	7.9	6.76	7.37
241163	5.02	3.87	4.48
241165	7.02	6.67	6.86
241168	4.92	4.85	4.88
241171	7.08	7.3	7.18
241174	6.71	6.28	6.51
241189	6.81	6.26	6.55
241191	6.83	6.02	6.45
241194	6.48	6.24	6.37
241199	6.1	7.26	6.64
240689	0	0	0
240349	5.72	4.9	5.29
240352	7.85	8.48	8.18
240355	8.37	8.63	8.51
240356	8.33	8.63	8.49
240359	9.28	9.77	9.54
240360	9.22	9.6	9.42
240367	7.5	9.04	8.32
240369	8.17	8.12	8.14
240381	7.17	7.54	7.37
240386	3.67	3.75	3.71
240394	4.43	5.81	5.16
240400	7.33	7.02	7.16
240405	5.98	6.96	6.5
240418	6.65	7.42	7.06
240422	7.91	7.48	7.68
240424	7.22	8.21	7.74
240426	9.85	9.88	9.87
240428	7.37	7.6	7.49
240431	5.7	6.1	5.91
240433	7.19	7.98	7.59
240437	8.48	8	8.22
240443	8.39	9.1	8.77
240446	7.39	8.58	8.02
240447	9.46	9.54	9.5
240452	5.76	6.38	6.09
240455	8.98	8.54	8.74
240457	8.5	7.83	8.14
240461	5.65	5.77	5.71
240462	6.74	7.83	7.32
240467	8.35	8.25	8.3
240469	8.67	9.37	9.04
240470	6.83	5.77	6.27
240475	6.67	7.56	7.14
240477	5.35	4.92	5.13
240484	8	8.19	8.1
240488	9.07	9.42	9.26
240492	4.41	4.46	4.44
240496	5.83	6.54	6.2
240497	9.72	9.71	9.71
240502	3.85	6.69	5.36
240504	6	6.62	6.33
240520	7.33	8.12	7.74
240524	10	9.83	9.91
240525	9.2	9.48	9.35
240528	8.04	7.9	7.97
240529	6.7	8.31	7.55
240534	7.65	7.71	7.68
240535	6.33	7.35	6.87
240537	7.3	7.1	7.19
240538	7.07	6.37	6.69
240549	6.26	6.27	6.27
240563	9.57	9.1	9.32
240567	8.7	8.85	8.78
240569	9.22	8.88	9.04
240571	5.8	7.4	6.65
240573	8.43	8.5	8.47
240575	8.65	8.21	8.32
240576	8.85	8.67	8.76
240577	7.02	7.88	7.48
240580	7.79	7.42	7.6
240583	7.33	8.29	7.84
240584	8.83	9.06	8.95
240585	8.7	9.21	8.97
240586	6.98	7.29	7.14
240587	8.02	8.67	8.37
240588	8.63	8.85	8.74
240589	7.61	9.02	8.36
240590	8.72	9.04	8.89
240591	6.22	6.75	6.5
240592	6.93	7.4	7.18
240594	7.24	8.37	7.84
240595	7.35	7.06	7.19
240596	5.91	6.79	6.38
240597	3.9	3.74	3.81
240598	4.11	4.83	4.49
240599	7.85	8.54	8.21
240601	7.09	7.9	7.52
240602	8.15	8.56	8.37
240603	7.13	8.19	7.69
240604	7.27	7.82	7.55
240605	7.46	7.9	7.68
240606	8.74	9.31	9.04
240607	5.13	3.94	4.5
240608	7.35	7.58	7.47
240609	7.3	7.25	7.28
240611	8.91	8.69	8.8
240612	3.74	5.29	4.56
240613	8.63	8.5	8.56
240614	7.61	7.9	7.77
240615	8	9.6	8.85
240616	5.96	7.33	6.68
240617	5.96	5.04	5.47
240618	6.11	7.9	7.06
240619	4.5	5.46	5.01
240623	6.59	6.58	6.58
240624	5.09	5.98	5.56
240626	5.78	6.56	6.19
240627	6.48	7.35	6.94
240628	7.37	8.37	7.9
240629	6.94	7.38	7.28
240630	7.8	8.71	8.29
240631	8.35	8.5	8.43
240632	8.52	8.31	8.41
240633	6.04	7.58	6.86
240634	6.83	7.77	7.33
240635	8.87	9.06	8.97
240637	7.8	7.96	7.89
240638	7.94	8.92	8.44
240639	7.65	8.12	7.9
240640	6.67	7.19	6.95
240641	6.37	8.58	7.54
240642	9	9.69	9.37
240643	6.04	4.72	5.37
240644	8.02	7.65	7.83
240645	7.78	8.75	8.3
240646	4.11	5.79	5
240647	7.59	7.87	7.73
240648	6.96	7.67	7.34
240649	7.98	8.38	8.19
240650	9.09	9.48	9.3
240651	8.2	7.6	7.88
240652	8.39	8.85	8.63
240653	6.11	8.81	7.54
240654	7	7.56	7.3
240655	6.63	6.92	6.79
240656	5.98	7.06	6.55
240657	7.54	7.94	7.76
240660	9.07	9.15	9.11
240661	6.54	7.15	6.87
240662	9.04	8.77	8.9
240663	2.47	1.98	2.1
240665	7.96	8.23	8.1
240666	8.26	8.9	8.6
240667	4.43	4.19	4.31
240668	7.33	7.94	7.65
240669	6.17	7.48	6.87
240670	6.48	7.94	7.26
240672	9.74	9.65	9.69
240673	2.93	4.5	3.77
240675	7.59	7.81	7.7
240676	8.17	5.96	7.04
240678	7.78	8.06	7.93
240679	7.5	7.52	7.51
240680	2.65	2.94	2.81
240681	6.48	7.94	7.26
240683	4.78	6.65	5.78
240686	4.09	4.83	4.48
240687	8.63	8.79	8.71
240688	5.59	7.35	6.52
240690	7.93	7.62	7.77
240691	4.59	5.92	5.3
240692	7.22	7.33	7.28
240696	5.76	6.23	6.01
240697	6.5	8.69	7.66
240699	6.65	7.69	7.2
240700	6.3	7.08	6.71
240701	7.09	8.54	7.86
240702	8.17	7.12	7.61
240703	6.76	7.58	7.19
240706	8.17	8.83	8.52
240708	6.91	8.02	7.5
240709	6.65	8.21	7.48
240711	3.96	3.02	3.46
240712	8.76	9.25	9.02
240713	7.3	7.46	7.39
240715	8.65	8.65	8.65
240716	2.13	1.17	1.62
240717	8.78	9.13	8.97
240718	5.63	6.29	5.98
240719	8.43	8.15	8.29
240722	8.09	8.35	8.22
240723	8.73	7.78	8.24
240724	3.11	3.64	3.4
240725	6.52	7.31	6.94
240726	2.96	6.62	4.9
240727	7.2	8.02	7.63
240728	5.22	6.35	5.82
240730	7.43	7.83	7.64
240731	7.27	7.18	7.22
240732	6.98	6.67	6.82
240733	8.28	8.65	8.48
240734	8.85	9.13	9
240735	9.07	8.67	8.86
240737	6	7.08	6.57
240738	4.11	6.37	5.31
240739	8.04	8.71	8.4
240740	8.87	8.63	8.74
240742	6.46	7.21	6.86
240743	6.48	5.71	6.07
240744	6.67	8.21	7.49
240746	7.02	7.85	7.46
240747	8.5	8.23	8.36
240748	6.57	8.58	7.63
240749	10	9.83	9.87
240750	5.13	5.98	5.58
240752	5.76	7.31	6.58
240753	9.46	9.65	9.56
240754	6.24	6.74	6.52
240755	8.39	8.21	8.3
240756	6.72	8.12	7.46
240758	5.91	6	5.96
240759	9.41	9.12	9.26
240760	9.59	9.02	9.29
240761	8.54	8.96	8.77
240762	9.78	9.48	9.62
240763	9.13	9.25	9.19
240766	8.85	8.94	8.9
240767	6.57	6.6	6.58
240768	9.65	9.33	9.48
240770	7.02	7.4	7.22
240771	7.07	7.44	7.27
240773	6.33	6.54	6.44
240775	7.41	8.48	7.98
240776	7.15	6.77	6.95
240777	7.2	7.77	7.5
240779	8.39	7.96	8.16
240780	7.11	7.98	7.57
240781	5.41	5.12	5.19
240782	7.37	7.58	7.48
240783	7.33	7.48	7.41
240784	8.35	8.48	8.42
240785	8.63	8.6	8.61
240786	5.74	5.52	5.62
240787	7.37	8.85	8.15
240788	8.98	8.77	8.87
240789	9.29	9.06	9.12
240790	7.98	8.08	8.03
240791	7.93	7.96	7.95
240792	6.91	8.25	7.62
240793	6.24	7.44	6.88
240797	7.72	7.98	7.86
240798	9.04	8.27	8.63
240799	7.91	7.81	7.86
240801	6.48	6.73	6.61
240802	5.96	5.94	5.95
240803	6.83	4.25	5.46
240804	5.85	7.52	6.73
240806	7.3	7.37	7.34
240807	5.8	7.04	6.46
240808	7.5	7.85	7.68
240809	6.41	7.37	6.92
240810	8	8.31	8.16
240811	4.54	6.19	5.42
240812	7.13	7.77	7.47
240813	8.7	9.31	9.02
240814	9.52	9.71	9.62
240815	8.15	8.21	8.18
240816	7.93	6.63	7.24
240817	4.15	1.9	2.96
240821	7.04	7.79	7.44
240822	6.89	7.62	7.28
240823	3.24	7.12	6.24
240824	5.26	6.56	5.95
240825	7.26	8.1	7.7
240828	5.35	6.38	5.92
240830	5.89	6.4	6.16
240831	7.04	8.17	7.64
240832	6.07	8.27	7.23
240834	5.41	6.1	5.78
240836	5.76	6.13	5.96
240838	7.83	7.83	7.83
240839	7.22	7.52	7.38
240842	9.74	9.88	9.82
240843	5.24	4.88	5.05
240844	7.35	7.48	7.42
240845	5.28	6.19	5.77
240846	4.41	4.9	4.67
240847	4.8	5.15	4.99
240849	7.98	9.04	8.54
240850	6.78	7.62	7.22
240852	6.28	7.5	6.93
240853	5.07	5.54	5.32
240854	9.67	9.75	9.71
240856	7.13	8	7.59
240857	8.96	8.21	8.56
240858	7.52	7.87	7.7
240859	7.04	7.44	7.26
240860	6.8	7.33	7.08
240861	6.74	7.94	7.38
240863	8.41	9.29	8.88
240864	7.65	8.06	7.87
240866	7.43	8.48	7.99
240867	7.76	8.73	8.28
240868	8.43	9.1	8.79
240869	8.15	8.26	8.2
240870	8.67	8.64	8.65
240871	8.37	8.37	8.37
240873	3.17	6.46	4.92
240874	8.28	8.48	8.39
240875	7.78	7.5	7.63
240876	7.8	9.08	8.48
240877	6.98	8.27	7.66
240878	4.76	4.75	4.76
240880	9	8.9	8.95
240881	6.92	7.02	6.97
240882	8.76	8.33	8.53
240883	7.65	7.62	7.63
240884	5.83	6.31	6.08
240887	6.74	6.88	6.82
240889	9.3	9.23	9.27
240890	7.8	8.19	8.01
240891	6.3	7.17	6.77
240892	5.8	7.19	6.54
240893	6.5	6.48	6.49
240894	6.13	6.65	6.41
240895	8.63	9.54	9.11
240896	7.04	8.1	7.6
240897	5.11	4.38	4.72
240898	7.93	7.23	7.56
240899	6.67	7.94	7.35
240900	8.63	9.25	8.96
240901	5.2	4.71	4.94
240902	8.07	8.63	8.37
240903	7.3	7.71	7.52
240904	7.5	8.46	8.01
240905	4.61	3.93	4.23
240906	9.29	8.9	9
240907	8.37	8.35	8.36
240908	6.87	7.54	7.22
240909	7.63	8.12	7.89
240910	4.59	4.75	4.67
240911	6.5	6.63	6.57
