roll no | spi_1  |  spi_2  |  cpi  |
241021  |  6.76  |  7.79  |  7.31  | 
240310  |  7.02  |  7.61  |  7.30  | 
240654  |  7.00  |  7.56  |  7.30  | 
240292  |  7.71  |  6.80  |  7.29  | 
240677  |  6.77  |  7.78  |  7.29  | 
240338  |  7.27  |  7.30  |  7.29  | 
240554  |  7.27  |  7.28  |  7.28  | 
240609  |  7.30  |  7.25  |  7.28  | 
240629  |  6.94  |  7.38  |  7.28  | 
240692  |  7.22  |  7.33  |  7.28  | 
240822  |  6.89  |  7.62  |  7.28  | 
241036  |  6.39  |  8.06  |  7.28  | 
241206  |  6.46  |  8.00  |  7.28  | 
240034  |  7.06  |  7.50  |  7.27  | 
240036  |  7.04  |  7.52  |  7.27  | 
240313  |  7.63  |  6.85  |  7.27  | 
240771  |  7.07  |  7.44  |  7.27  | 
240427  |  7.50  |  6.98  |  7.26  | 
240456  |  7.37  |  7.13  |  7.26  | 
240494  |  6.60  |  8.00  |  7.26  | 
240670  |  6.48  |  7.94  |  7.26  | 
240681  |  6.48  |  7.94  |  7.26  | 
240859  |  7.04  |  7.44  |  7.26  | 
240073  |  7.21  |  7.28  |  7.24  | 
240102  |  7.33  |  7.15  |  7.24  | 
240194  |  7.50  |  6.96  |  7.24  | 
240231  |  6.79  |  7.76  |  7.24  | 
240306  |  7.94  |  6.46  |  7.24  | 
240736  |  7.46  |  7.00  |  7.24  | 
240816  |  7.93  |  6.63  |  7.24  | 
240832  |  6.07  |  8.27  |  7.23  | 
240186  |  7.00  |  7.48  |  7.22  | 
240411  |  6.65  |  7.87  |  7.22  | 
240188  |  7.56  |  6.85  |  7.22  | 
240249  |  7.08  |  7.39  |  7.22  | 
240731  |  7.27  |  7.18  |  7.22  | 
240770  |  7.02  |  7.40  |  7.22  | 
240850  |  6.78  |  7.62  |  7.22  | 
240908  |  6.87  |  7.54  |  7.22  | 
241167  |  6.96  |  7.46  |  7.22  | 
240439  |  6.75  |  7.72  |  7.20  | 
240699  |  6.65  |  7.69  |  7.20  | 
240396  |  7.06  |  7.35  |  7.19  | 
240493  |  6.92  |  7.50  |  7.19  | 
240226  |  6.81  |  7.63  |  7.19  | 
240537  |  7.30  |  7.10  |  7.19  | 
240595  |  7.35  |  7.06  |  7.19  | 
240703  |  6.76  |  7.58  |  7.19  | 
240357  |  7.00  |  7.39  |  7.18  | 
240552  |  7.27  |  7.09  |  7.18  | 
241171  |  7.08  |  7.30  |  7.18  | 
240592  |  6.93  |  7.40  |  7.18  | 
240026  |  6.81  |  7.59  |  7.17  | 
240927  |  6.50  |  7.77  |  7.17  | 
241185  |  6.67  |  7.62  |  7.17  | 
240063  |  7.46  |  6.83  |  7.16  | 
240295  |  7.19  |  7.13  |  7.16  | 
240006  |  7.06  |  7.28  |  7.16  | 
240400  |  7.33  |  7.02  |  7.16  | 
241012  |  7.35  |  6.98  |  7.16  | 
240558  |  7.00  |  7.33  |  7.15  | 
240178  |  7.23  |  7.07  |  7.15  | 
240191  |  6.85  |  7.50  |  7.15  | 
240266  |  7.06  |  7.26  |  7.15  | 
240307  |  8.02  |  6.17  |  7.15  | 
241084  |  7.09  |  7.21  |  7.15  | 
240163  |  7.54  |  6.70  |  7.14  | 
240353  |  7.13  |  7.15  |  7.14  | 
240464  |  7.31  |  6.96  |  7.14  | 
240475  |  6.67  |  7.56  |  7.14  | 
240586  |  6.98  |  7.29  |  7.14  | 
240337  |  7.17  |  7.09  |  7.13  | 
240376  |  7.33  |  6.91  |  7.13  | 
240435  |  7.21  |  7.04  |  7.13  | 
240086  |  7.00  |  7.26  |  7.12  | 
240129  |  7.17  |  7.04  |  7.11  | 
240033  |  6.90  |  7.35  |  7.11  | 
240912  |  6.41  |  7.73  |  7.11  | 
240144  |  6.77  |  7.48  |  7.10  | 
240566  |  6.71  |  7.54  |  7.10  | 
241037  |  7.17  |  7.04  |  7.10  | 
241016  |  7.37  |  6.85  |  7.09  | 
241031  |  6.33  |  7.77  |  7.09  | 
241097  |  6.72  |  7.42  |  7.09  | 
240332  |  7.19  |  6.96  |  7.08  | 
240860  |  6.80  |  7.33  |  7.08  | 
240127  |  6.87  |  7.30  |  7.07  | 
240992  |  6.67  |  7.42  |  7.07  | 
240028  |  7.21  |  6.89  |  7.06  | 
240418  |  6.65  |  7.42  |  7.06  | 
240618  |  6.11  |  7.90  |  7.06  | 
240919  |  6.72  |  7.37  |  7.06  | 
240221  |  7.67  |  6.35  |  7.05  | 
241164  |  6.57  |  7.48  |  7.05  | 
241182  |  6.04  |  7.84  |  7.05  | 
241184  |  7.02  |  7.08  |  7.05  | 
240114  |  6.77  |  7.35  |  7.04  | 
240751  |  7.10  |  6.98  |  7.04  | 
240003  |  6.46  |  7.70  |  7.04  | 
240676  |  8.17  |  5.96  |  7.04  | 
241008  |  6.96  |  7.12  |  7.04  | 
240408  |  7.04  |  7.02  |  7.03  | 
241002  |  6.85  |  7.19  |  7.03  | 
241051  |  6.50  |  7.50  |  7.03  | 
241170  |  6.67  |  7.35  |  7.03  | 
240095  |  6.46  |  7.65  |  7.02  | 
240285  |  6.79  |  7.28  |  7.02  | 
240693  |  6.69  |  7.37  |  7.01  | 
241060  |  6.41  |  7.54  |  7.01  | 
240047  |  6.92  |  7.09  |  7.00  | 
240932  |  6.57  |  7.38  |  7.00  | 
241080  |  7.33  |  6.68  |  7.00  | 
240113  |  6.96  |  7.02  |  6.99  | 
240225  |  6.44  |  7.61  |  6.99  | 
240276  |  6.65  |  7.37  |  6.99  | 
240881  |  6.92  |  7.02  |  6.97  | 
240014  |  7.02  |  6.89  |  6.96  | 
241072  |  6.11  |  7.71  |  6.96  | 
240154  |  6.88  |  7.02  |  6.95  | 
240311  |  6.75  |  7.17  |  6.95  | 
240640  |  6.67  |  7.19  |  6.95  | 
240776  |  7.15  |  6.77  |  6.95  | 
240925  |  6.41  |  7.42  |  6.95  | 
241085  |  6.76  |  7.12  |  6.95  | 
240627  |  6.48  |  7.35  |  6.94  | 
240725  |  6.52  |  7.31  |  6.94  | 
241115  |  5.93  |  7.83  |  6.94  | 
240039  |  7.25  |  6.57  |  6.93  | 
240978  |  6.96  |  6.89  |  6.93  | 
240852  |  6.28  |  7.50  |  6.93  | 
240929  |  6.83  |  7.02  |  6.93  | 
241030  |  6.63  |  7.19  |  6.93  | 
241055  |  6.20  |  7.58  |  6.93  | 
241114  |  6.54  |  7.27  |  6.93  | 
240099  |  6.65  |  7.22  |  6.92  | 
240255  |  6.65  |  7.22  |  6.92  | 
240809  |  6.41  |  7.37  |  6.92  | 
240531  |  6.63  |  7.22  |  6.91  | 
240050  |  6.83  |  6.96  |  6.89  | 
240347  |  7.96  |  5.67  |  6.89  | 
241215  |  6.52  |  7.21  |  6.89  | 
240793  |  6.24  |  7.44  |  6.88  | 
240080  |  6.92  |  6.80  |  6.87  | 
240160  |  6.44  |  7.35  |  6.87  | 
240535  |  6.33  |  7.35  |  6.87  | 
240661  |  6.54  |  7.15  |  6.87  | 
240669  |  6.17  |  7.48  |  6.87  | 
240261  |  6.50  |  7.26  |  6.86  | 
240512  |  6.98  |  6.72  |  6.86  | 
241165  |  7.02  |  6.67  |  6.86  | 
240633  |  6.04  |  7.58  |  6.86  | 
240742  |  6.46  |  7.21  |  6.86  | 
240989  |  6.63  |  7.06  |  6.86  | 
241091  |  6.37  |  7.29  |  6.86  | 
241181  |  5.65  |  7.25  |  6.86  | 
240397  |  7.37  |  6.26  |  6.85  | 
240487  |  6.75  |  6.96  |  6.85  | 
241178  |  6.65  |  7.02  |  6.85  | 
240862  |  7.46  |  6.24  |  6.84  | 
240820  |  7.29  |  6.33  |  6.84  | 
240993  |  6.69  |  7.00  |  6.84  | 
241046  |  7.19  |  6.43  |  6.84  | 
240942  |  6.30  |  7.31  |  6.84  | 
240945  |  6.39  |  7.23  |  6.84  | 
240996  |  6.35  |  7.27  |  6.84  | 
241018  |  6.74  |  6.92  |  6.84  | 
240453  |  7.08  |  6.54  |  6.83  | 
240545  |  6.10  |  7.65  |  6.83  | 
240412  |  6.25  |  7.46  |  6.82  | 
240510  |  6.88  |  6.74  |  6.82  | 
240522  |  7.04  |  6.57  |  6.82  | 
240732  |  6.98  |  6.67  |  6.82  | 
240887  |  6.74  |  6.88  |  6.82  | 
240116  |  6.81  |  6.78  |  6.80  | 
240921  |  6.88  |  6.72  |  6.80  | 
241003  |  5.72  |  7.75  |  6.80  | 
240429  |  6.15  |  7.50  |  6.79  | 
241059  |  6.27  |  7.37  |  6.79  | 
240655  |  6.63  |  6.92  |  6.79  | 
240986  |  7.41  |  6.23  |  6.79  | 
241209  |  5.61  |  7.83  |  6.79  | 
240498  |  6.94  |  6.59  |  6.78  | 
240318  |  7.31  |  6.15  |  6.77  | 
240891  |  6.30  |  7.17  |  6.77  | 
241101  |  6.90  |  6.64  |  6.77  | 
240267  |  6.29  |  7.28  |  6.76  | 
240417  |  6.90  |  6.59  |  6.76  | 
240745  |  6.37  |  7.20  |  6.76  | 
241062  |  6.15  |  7.29  |  6.76  | 
240078  |  6.21  |  7.35  |  6.74  | 
240933  |  6.65  |  6.83  |  6.74  | 
241042  |  6.02  |  7.38  |  6.74  | 
241057  |  6.93  |  6.58  |  6.74  | 
241173  |  6.67  |  6.81  |  6.74  | 
241198  |  6.11  |  7.31  |  6.74  | 
240040  |  6.65  |  6.83  |  6.73  | 
240373  |  6.54  |  6.96  |  6.73  | 
240804  |  5.85  |  7.52  |  6.73  | 
240955  |  6.37  |  7.06  |  6.73  | 
241122  |  7.07  |  6.44  |  6.73  | 
240008  |  6.58  |  6.89  |  6.72  | 
240019  |  6.62  |  6.85  |  6.72  | 
240180  |  7.08  |  6.33  |  6.72  | 
240281  |  5.00  |  7.13  |  6.72  | 
240700  |  6.30  |  7.08  |  6.71  | 
240092  |  6.00  |  6.87  |  6.70  | 
240067  |  6.40  |  7.02  |  6.69  | 
240416  |  6.06  |  7.41  |  6.69  | 
240538  |  7.07  |  6.37  |  6.69  | 
240983  |  6.37  |  6.98  |  6.69  | 
240334  |  6.31  |  7.11  |  6.68  | 
240379  |  6.77  |  6.59  |  6.68  | 
240564  |  6.50  |  6.89  |  6.68  | 
240616  |  5.96  |  7.33  |  6.68  | 
241141  |  6.13  |  7.17  |  6.68  | 
240134  |  6.56  |  6.80  |  6.67  | 
240765  |  6.77  |  6.57  |  6.67  | 
240931  |  6.46  |  6.87  |  6.67  | 
240174  |  6.58  |  6.76  |  6.66  | 
240610  |  7.23  |  6.02  |  6.66  | 
241087  |  5.98  |  7.27  |  6.66  | 
240571  |  5.80  |  7.40  |  6.65  | 
240239  |  6.79  |  6.48  |  6.64  | 
240138  |  6.27  |  7.07  |  6.64  | 
241199  |  6.10  |  7.26  |  6.64  | 
240366  |  5.73  |  7.65  |  6.63  | 
241120  |  5.22  |  7.88  |  6.63  | 
241201  |  6.09  |  7.12  |  6.63  | 
240136  |  6.75  |  6.48  |  6.62  | 
240383  |  6.35  |  6.93  |  6.62  | 
240142  |  6.15  |  7.13  |  6.61  | 
240005  |  6.50  |  6.74  |  6.61  | 
240325  |  7.08  |  6.09  |  6.61  | 
240801  |  6.48  |  6.73  |  6.61  | 
241076  |  6.13  |  7.04  |  6.61  | 
240199  |  5.77  |  7.54  |  6.60  | 
240406  |  7.04  |  6.11  |  6.60  | 
241112  |  6.91  |  6.31  |  6.59  | 
240227  |  6.77  |  6.37  |  6.58  | 
240509  |  6.79  |  6.35  |  6.58  | 
240038  |  6.29  |  6.91  |  6.58  | 
241064  |  6.40  |  6.78  |  6.58  | 
240623  |  6.59  |  6.58  |  6.58  | 
240752  |  5.76  |  7.31  |  6.58  | 
240767  |  6.57  |  6.60  |  6.58  | 
241082  |  5.65  |  6.88  |  6.58  | 
241126  |  6.87  |  6.33  |  6.58  | 
240737  |  6.00  |  7.08  |  6.57  | 
240911  |  6.50  |  6.63  |  6.57  | 
240964  |  6.50  |  6.62  |  6.56  | 
241022  |  6.04  |  7.02  |  6.56  | 
241189  |  6.81  |  6.26  |  6.55  | 
240656  |  5.98  |  7.06  |  6.55  | 
240232  |  6.50  |  6.59  |  6.54  | 
240219  |  6.46  |  6.63  |  6.54  | 
240685  |  6.40  |  6.70  |  6.54  | 
240892  |  5.80  |  7.19  |  6.54  | 
240968  |  6.37  |  6.69  |  6.54  | 
240287  |  6.12  |  7.00  |  6.53  | 
240481  |  6.40  |  6.67  |  6.53  | 
240151  |  6.21  |  6.89  |  6.53  | 
241066  |  6.52  |  6.54  |  6.53  | 
240090  |  6.37  |  6.70  |  6.52  | 
240250  |  6.15  |  6.93  |  6.52  | 
240382  |  6.35  |  6.72  |  6.52  | 
241063  |  6.81  |  6.20  |  6.52  | 
240688  |  5.59  |  7.35  |  6.52  | 
240754  |  6.24  |  6.74  |  6.52  | 
240215  |  6.63  |  6.37  |  6.51  | 
240339  |  6.21  |  6.85  |  6.51  | 
240829  |  6.44  |  6.59  |  6.51  | 
241174  |  6.71  |  6.28  |  6.51  | 
240924  |  6.35  |  6.65  |  6.51  | 
240410  |  6.44  |  6.57  |  6.50  | 
240405  |  5.98  |  6.96  |  6.50  | 
240591  |  6.22  |  6.75  |  6.50  | 
240097  |  6.12  |  6.91  |  6.49  | 
240051  |  6.12  |  6.91  |  6.49  | 
240620  |  6.58  |  6.39  |  6.49  | 
240757  |  6.25  |  6.76  |  6.49  | 
240893  |  6.50  |  6.48  |  6.49  | 
240204  |  6.08  |  6.93  |  6.48  | 
240948  |  6.94  |  5.93  |  6.47  | 
240920  |  6.70  |  6.27  |  6.47  | 
240473  |  6.27  |  6.67  |  6.46  | 
240807  |  5.80  |  7.04  |  6.46  | 
241106  |  5.76  |  7.08  |  6.46  | 
241125  |  5.29  |  6.85  |  6.46  | 
240052  |  6.67  |  6.20  |  6.45  | 
240805  |  6.73  |  6.18  |  6.45  | 
241191  |  6.83  |  6.02  |  6.45  | 
240664  |  5.98  |  6.96  |  6.44  | 
240773  |  6.33  |  6.54  |  6.44  | 
240341  |  6.85  |  5.96  |  6.43  | 
240513  |  6.21  |  6.67  |  6.43  | 
240045  |  5.54  |  7.33  |  6.43  | 
240143  |  7.00  |  6.28  |  6.42  | 
240894  |  6.13  |  6.65  |  6.41  | 
240953  |  6.04  |  6.73  |  6.41  | 
240106  |  6.35  |  6.46  |  6.40  | 
240343  |  6.10  |  6.72  |  6.39  | 
240344  |  6.56  |  6.20  |  6.39  | 
241093  |  5.57  |  7.12  |  6.39  | 
240521  |  5.85  |  6.92  |  6.38  | 
240596  |  5.91  |  6.79  |  6.38  | 
240201  |  6.02  |  6.74  |  6.37  | 
240514  |  5.60  |  7.13  |  6.37  | 
241194  |  6.48  |  6.24  |  6.37  | 
240987  |  5.74  |  6.92  |  6.37  | 
240233  |  6.38  |  6.33  |  6.36  | 
240967  |  5.57  |  7.06  |  6.36  | 
240109  |  6.25  |  6.46  |  6.35  | 
240922  |  5.76  |  6.87  |  6.35  | 
241213  |  6.35  |  6.35  |  6.35  | 
240389  |  5.73  |  7.02  |  6.34  | 
240308  |  5.46  |  7.19  |  6.33  | 
240238  |  6.42  |  6.22  |  6.33  | 
240504  |  6.00  |  6.62  |  6.33  | 
241070  |  5.67  |  6.90  |  6.33  | 
240985  |  6.43  |  6.21  |  6.32  | 
241186  |  5.67  |  6.88  |  6.32  | 
240384  |  6.02  |  6.61  |  6.30  | 
240021  |  5.85  |  6.80  |  6.30  | 
240837  |  6.42  |  6.15  |  6.30  | 
241129  |  6.00  |  6.56  |  6.30  | 
241088  |  5.78  |  6.73  |  6.29  | 
240544  |  6.25  |  6.30  |  6.28  | 
241105  |  5.83  |  6.67  |  6.28  | 
240213  |  5.60  |  7.02  |  6.27  | 
240557  |  6.19  |  6.35  |  6.27  | 
240470  |  6.83  |  5.77  |  6.27  | 
240549  |  6.26  |  6.27  |  6.27  | 
241131  |  5.33  |  6.98  |  6.25  | 
240190  |  6.35  |  6.13  |  6.24  | 
240622  |  6.62  |  5.83  |  6.24  | 
240823  |  3.24  |  7.12  |  6.24  | 
240432  |  6.62  |  5.80  |  6.23  | 
240277  |  6.21  |  6.24  |  6.22  | 
240374  |  6.33  |  6.11  |  6.22  | 
240030  |  6.08  |  6.35  |  6.20  | 
240579  |  5.83  |  6.63  |  6.20  | 
240496  |  5.83  |  6.54  |  6.20  | 
241053  |  5.89  |  6.48  |  6.20  | 
240872  |  6.12  |  6.28  |  6.19  | 
240626  |  5.78  |  6.56  |  6.19  | 
240159  |  6.10  |  6.28  |  6.18  | 
240848  |  5.81  |  6.61  |  6.18  | 
240060  |  5.56  |  6.79  |  6.17  | 
240363  |  5.83  |  6.57  |  6.17  | 
240264  |  6.37  |  5.96  |  6.17  | 
240952  |  6.20  |  6.15  |  6.17  | 
240479  |  6.73  |  5.52  |  6.16  | 
240830  |  5.89  |  6.40  |  6.16  | 
241004  |  5.65  |  6.62  |  6.16  | 
241043  |  5.39  |  6.85  |  6.16  | 
240956  |  6.15  |  6.15  |  6.15  | 
241035  |  6.12  |  6.17  |  6.14  | 
240198  |  6.17  |  6.07  |  6.12  | 
240568  |  6.25  |  5.96  |  6.11  | 
240930  |  5.35  |  6.77  |  6.10  | 
241207  |  6.35  |  5.88  |  6.10  | 
240132  |  6.08  |  6.11  |  6.09  | 
240468  |  5.31  |  6.98  |  6.09  | 
240833  |  5.21  |  7.09  |  6.09  | 
240452  |  5.76  |  6.38  |  6.09  | 
240884  |  5.83  |  6.31  |  6.08  | 
240345  |  5.56  |  6.65  |  6.07  | 
240743  |  6.48  |  5.71  |  6.07  | 
240140  |  5.23  |  6.98  |  6.05  | 
240517  |  6.12  |  5.98  |  6.05  | 
240540  |  6.13  |  5.96  |  6.05  | 
240625  |  6.00  |  6.10  |  6.05  | 
241103  |  5.98  |  6.10  |  6.04  | 
240694  |  6.25  |  5.80  |  6.04  | 
241110  |  5.52  |  6.50  |  6.04  | 
240372  |  7.19  |  4.72  |  6.03  | 
240326  |  6.40  |  5.59  |  6.02  | 
240072  |  6.10  |  5.93  |  6.02  | 
240293  |  4.81  |  7.21  |  6.01  | 
240696  |  5.76  |  6.23  |  6.01  | 
240212  |  5.85  |  6.17  |  6.00  | 
240491  |  5.62  |  6.39  |  5.98  | 
240581  |  5.85  |  6.13  |  5.98  | 
240247  |  6.17  |  5.76  |  5.98  | 
240718  |  5.63  |  6.29  |  5.98  | 
240729  |  6.12  |  5.78  |  5.96  | 
240865  |  6.33  |  5.54  |  5.96  | 
240758  |  5.91  |  6.00  |  5.96  | 
240836  |  5.76  |  6.13  |  5.96  | 
240466  |  5.96  |  5.93  |  5.95  | 
240802  |  5.96  |  5.94  |  5.95  | 
240824  |  5.26  |  6.56  |  5.95  | 
240098  |  6.08  |  5.78  |  5.94  | 
240331  |  5.79  |  6.09  |  5.93  | 
240698  |  6.63  |  5.13  |  5.93  | 
241119  |  5.39  |  6.40  |  5.93  | 
240828  |  5.35  |  6.38  |  5.92  | 
240565  |  5.90  |  5.91  |  5.91  | 
240431  |  5.70  |  6.10  |  5.91  | 
240153  |  5.48  |  6.27  |  5.88  | 
240562  |  4.00  |  6.33  |  5.88  | 
240297  |  5.58  |  6.20  |  5.87  | 
241058  |  5.67  |  6.04  |  5.87  | 
240013  |  5.77  |  5.96  |  5.86  | 
241159  |  4.09  |  7.42  |  5.86  | 
240288  |  5.75  |  5.96  |  5.85  | 
240294  |  5.62  |  6.09  |  5.84  | 
240495  |  5.52  |  6.17  |  5.83  | 
240720  |  5.52  |  6.15  |  5.82  | 
240728  |  5.22  |  6.35  |  5.82  | 
240957  |  5.67  |  5.90  |  5.80  | 
240914  |  5.33  |  6.19  |  5.79  | 
240683  |  4.78  |  6.65  |  5.78  | 
240834  |  5.41  |  6.10  |  5.78  | 
240835  |  5.94  |  5.60  |  5.77  | 
240845  |  5.28  |  6.19  |  5.77  | 
241138  |  5.10  |  6.40  |  5.75  | 
240301  |  5.42  |  6.06  |  5.74  | 
240289  |  5.29  |  6.17  |  5.73  | 
240278  |  4.81  |  6.78  |  5.73  | 
240998  |  6.78  |  4.81  |  5.73  | 
241050  |  5.98  |  5.52  |  5.73  | 
241069  |  5.54  |  5.90  |  5.73  | 
240108  |  5.48  |  6.00  |  5.72  | 
240461  |  5.65  |  5.77  |  5.71  | 
241193  |  6.02  |  5.44  |  5.71  | 
240169  |  5.71  |  5.70  |  5.70  | 
240913  |  5.65  |  5.75  |  5.70  | 
240556  |  5.38  |  6.02  |  5.68  | 
241024  |  5.17  |  6.13  |  5.68  | 
240262  |  5.63  |  5.70  |  5.66  | 
240207  |  5.06  |  6.27  |  5.66  | 
240794  |  6.06  |  5.20  |  5.65  | 
240448  |  5.21  |  6.08  |  5.64  | 
240407  |  5.44  |  5.79  |  5.62  | 
240478  |  5.04  |  6.21  |  5.62  | 
240786  |  5.74  |  5.52  |  5.62  | 
240126  |  6.35  |  4.74  |  5.59  | 
240750  |  5.13  |  5.98  |  5.58  | 
241074  |  5.37  |  5.75  |  5.57  | 
240463  |  6.12  |  4.93  |  5.56  | 
240624  |  5.09  |  5.98  |  5.56  | 
240350  |  5.54  |  5.57  |  5.55  | 
240430  |  5.00  |  6.06  |  5.53  | 
240404  |  0.00  |  5.51  |  5.51  | 
240399  |  3.87  |  7.12  |  5.49  | 
240800  |  5.19  |  5.78  |  5.49  | 
240819  |  4.77  |  6.19  |  5.48  | 
240093  |  5.10  |  5.89  |  5.47  | 
240574  |  4.69  |  6.25  |  5.47  | 
240617  |  5.96  |  5.04  |  5.47  | 
240803  |  6.83  |  4.25  |  5.46  | 
241014  |  5.43  |  5.48  |  5.46  | 
240378  |  5.31  |  5.61  |  5.45  | 
240695  |  5.19  |  5.71  |  5.45  | 
240214  |  4.92  |  6.02  |  5.44  | 
240305  |  6.15  |  4.63  |  5.44  | 
240009  |  4.65  |  6.23  |  5.44  | 
241154  |  4.50  |  6.27  |  5.44  | 
240659  |  5.10  |  5.80  |  5.43  | 
241098  |  5.56  |  5.28  |  5.43  | 
240811  |  4.54  |  6.19  |  5.42  | 
240328  |  4.98  |  5.85  |  5.41  | 
240082  |  4.98  |  5.87  |  5.40  | 
241100  |  5.60  |  5.21  |  5.40  | 
241111  |  4.57  |  6.13  |  5.40  | 
240796  |  5.58  |  5.19  |  5.38  | 
240714  |  4.77  |  5.96  |  5.37  | 
240643  |  6.04  |  4.72  |  5.37  | 
240502  |  3.85  |  6.69  |  5.36  | 
240123  |  5.75  |  4.89  |  5.35  | 
241089  |  5.33  |  5.33  |  5.33  | 
240547  |  5.38  |  5.24  |  5.32  | 
240853  |  5.07  |  5.54  |  5.32  | 
240738  |  4.11  |  6.37  |  5.31  | 
240961  |  5.78  |  4.88  |  5.31  | 
240273  |  4.67  |  5.92  |  5.30  | 
240691  |  4.59  |  5.92  |  5.30  | 
240349  |  5.72  |  4.90  |  5.29  | 
240841  |  5.38  |  5.13  |  5.27  | 
240482  |  5.98  |  4.31  |  5.26  | 
240485  |  4.27  |  6.23  |  5.25  | 
241127  |  5.80  |  4.75  |  5.24  | 
240240  |  5.46  |  4.98  |  5.23  | 
240990  |  5.00  |  5.42  |  5.22  | 
240011  |  5.96  |  4.37  |  5.21  | 
240139  |  4.90  |  5.48  |  5.19  | 
240781  |  5.41  |  5.12  |  5.19  | 
240419  |  5.12  |  5.24  |  5.17  | 
240272  |  5.06  |  5.28  |  5.16  | 
240279  |  4.75  |  5.58  |  5.16  | 
240179  |  4.58  |  5.83  |  5.16  | 
240394  |  4.43  |  5.81  |  5.16  | 
240962  |  4.13  |  6.08  |  5.16  | 
240323  |  5.65  |  4.59  |  5.15  | 
240772  |  5.62  |  4.70  |  5.15  | 
240572  |  4.81  |  5.50  |  5.15  | 
240477  |  5.35  |  4.92  |  5.13  | 
240934  |  4.33  |  5.85  |  5.13  | 
240329  |  5.06  |  5.15  |  5.11  | 
240523  |  5.46  |  4.72  |  5.11  | 
241086  |  5.85  |  4.46  |  5.11  | 
240135  |  5.50  |  4.63  |  5.09  | 
240195  |  4.83  |  5.37  |  5.08  | 
240304  |  3.96  |  6.33  |  5.07  | 
240414  |  4.96  |  5.17  |  5.06  | 
241175  |  4.83  |  5.27  |  5.06  | 
240843  |  5.24  |  4.88  |  5.05  | 
241015  |  4.78  |  5.29  |  5.05  | 
241038  |  5.28  |  4.85  |  5.05  | 
240193  |  5.15  |  4.90  |  5.03  | 
240259  |  4.96  |  5.10  |  5.03  | 
240206  |  4.37  |  5.74  |  5.01  | 
240619  |  4.50  |  5.46  |  5.01  | 
240646  |  4.11  |  5.79  |  5.00  | 
240847  |  4.80  |  5.15  |  4.99  | 
240237  |  5.52  |  4.35  |  4.97  | 
240458  |  4.50  |  5.44  |  4.97  | 
240258  |  4.71  |  5.24  |  4.96  | 
240901  |  5.20  |  4.71  |  4.94  | 
241203  |  3.67  |  6.04  |  4.93  | 
240511  |  4.71  |  5.13  |  4.92  | 
240873  |  3.17  |  6.46  |  4.92  | 
240726  |  2.96  |  6.62  |  4.90  | 
241168  |  4.92  |  4.85  |  4.88  | 
241081  |  3.98  |  5.85  |  4.86  | 
240403  |  4.81  |  4.89  |  4.85  | 
240161  |  4.15  |  5.63  |  4.85  | 
240162  |  5.15  |  4.46  |  4.83  | 
240371  |  4.77  |  4.79  |  4.78  | 
240878  |  4.76  |  4.75  |  4.76  | 
240362  |  3.71  |  5.89  |  4.73  | 
240269  |  5.17  |  4.22  |  4.72  | 
240897  |  5.11  |  4.38  |  4.72  | 
240370  |  4.65  |  4.72  |  4.68  | 
240083  |  4.56  |  4.79  |  4.67  | 
240846  |  4.41  |  4.90  |  4.67  | 
240910  |  4.59  |  4.75  |  4.67  | 
240012  |  5.10  |  4.15  |  4.65  | 
240322  |  5.37  |  3.85  |  4.65  | 
240303  |  5.23  |  3.91  |  4.61  | 
240542  |  0.00  |  5.67  |  4.58  | 
240600  |  5.04  |  4.07  |  4.58  | 
240612  |  3.74  |  5.29  |  4.56  | 
240205  |  3.92  |  5.26  |  4.55  | 
240741  |  0.00  |  5.59  |  4.51  | 
240607  |  5.13  |  3.94  |  4.50  | 
240598  |  4.11  |  4.83  |  4.49  | 
241109  |  4.41  |  4.56  |  4.49  | 
240507  |  3.42  |  5.67  |  4.48  | 
241163  |  5.02  |  3.87  |  4.48  | 
240686  |  4.09  |  4.83  |  4.48  | 
240886  |  5.00  |  3.92  |  4.45  | 
240228  |  3.38  |  5.65  |  4.45  | 
240230  |  4.21  |  4.70  |  4.44  | 
240492  |  4.41  |  4.46  |  4.44  | 
240548  |  4.88  |  3.89  |  4.42  | 
241142  |  4.44  |  4.33  |  4.39  | 
240474  |  4.42  |  4.27  |  4.35  | 
240827  |  5.04  |  3.52  |  4.33  | 
240667  |  4.43  |  4.19  |  4.31  | 
240211  |  4.04  |  4.52  |  4.28  | 
240946  |  3.33  |  5.23  |  4.28  | 
240503  |  4.33  |  4.20  |  4.27  | 
240778  |  5.48  |  3.16  |  4.25  | 
240977  |  3.30  |  4.98  |  4.24  | 
240905  |  4.61  |  3.93  |  4.23  | 
240938  |  3.76  |  4.65  |  4.23  | 
241197  |  4.91  |  3.62  |  4.22  | 
240818  |  4.62  |  3.74  |  4.20  | 
240286  |  3.56  |  4.83  |  4.19  | 
240251  |  5.31  |  2.87  |  4.16  | 
240145  |  3.60  |  4.71  |  4.15  | 
240321  |  4.06  |  4.22  |  4.13  | 
240855  |  4.54  |  3.59  |  4.09  | 
241033  |  4.42  |  3.67  |  4.07  | 
240951  |  4.57  |  3.62  |  4.06  | 
240840  |  3.98  |  4.09  |  4.03  | 
241180  |  3.09  |  4.77  |  3.98  | 
240057  |  2.37  |  5.29  |  3.91  | 
240122  |  2.63  |  5.09  |  3.90  | 
240348  |  2.98  |  4.95  |  3.85  | 
