roll no | spi_1  |  spi_2  |  cpi  |
241099  |  3.71  |  3.84  |  3.78  | 
240505  |  3.40  |  3.77  |  3.59  | 
240386  |  3.67  |  3.75  |  3.71  | 
240818  |  4.62  |  3.74  |  4.20  | 
240597  |  3.90  |  3.74  |  3.81  | 
240070  |  3.67  |  3.72  |  3.69  | 
240248  |  3.38  |  3.67  |  3.52  | 
241033  |  4.42  |  3.67  |  4.07  | 
240724  |  3.11  |  3.64  |  3.40  | 
240951  |  4.57  |  3.62  |  4.06  | 
241197  |  4.91  |  3.62  |  4.22  | 
240555  |  3.15  |  3.61  |  3.37  | 
240855  |  4.54  |  3.59  |  4.09  | 
241134  |  3.25  |  3.54  |  3.39  | 
240827  |  5.04  |  3.52  |  4.33  | 
241077  |  3.37  |  3.51  |  3.44  | 
240704  |  4.38  |  3.23  |  3.81  | 
240133  |  2.98  |  3.21  |  3.10  | 
240778  |  5.48  |  3.16  |  4.25  | 
240395  |  4.17  |  3.15  |  3.66  | 
241133  |  4.06  |  3.15  |  3.61  | 
240711  |  3.96  |  3.02  |  3.46  | 
240260  |  3.56  |  3.00  |  3.28  | 
240680  |  2.65  |  2.94  |  2.81  | 
240251  |  5.31  |  2.87  |  4.16  | 
240254  |  3.58  |  2.79  |  3.18  | 
240671  |  3.44  |  2.77  |  3.15  | 
240302  |  2.90  |  2.74  |  2.83  | 
241083  |  4.12  |  2.65  |  3.38  | 
240274  |  0.69  |  2.54  |  1.62  | 
240029  |  4.81  |  2.50  |  3.68  | 
240275  |  4.02  |  2.37  |  3.24  | 
240636  |  4.62  |  2.28  |  3.43  | 
241068  |  4.38  |  2.24  |  3.29  | 
241065  |  1.00  |  2.00  |  1.47  | 
240663  |  2.47  |  1.98  |  2.10  | 
240817  |  4.15  |  1.90  |  2.96  | 
240398  |  2.90  |  1.79  |  2.35  | 
240716  |  2.13  |  1.17  |  1.62  | 
240415  |  0.00  |  0.00  |  0.00  | 
240094  |  8.15  |  0.00  |  8.15  | 
240309  |  2.38  |  0.00  |  1.91  | 
240689  |  0.00  |  0.00  |  0.00  | 
